📺央视频道,#genre#
CCTV-9,http://115.58.216.93:4000/udp/225.1.4.9:1038
CCTV-9,http://125.76.196.152:8899/rtp/239.112.205.85:5140
CCTV-9,http://1.85.225.32:8686/rtp/239.112.205.85:5140
CCTV-9,http://219.141.45.161:8188/rtp/238.255.2.155:5999
CCTV-10,http://125.76.196.67:8899/rtp/239.112.205.86:5140
CCTV-10,http://115.58.216.93:4000/udp/225.1.4.78:1107
CCTV-10,http://115.58.216.93:4000/udp/225.1.4.10:1039
CCTV-10,http://125.76.196.152:8899/rtp/239.112.205.86:5140
CCTV-10,http://1.85.225.32:8686/rtp/239.112.205.86:5140
CCTV-11,http://125.76.196.67:8899/rtp/239.112.205.213:5140
CCTV-11,http://115.58.216.93:4000/udp/225.1.4.11:1040
CCTV-11,http://125.76.196.152:8899/rtp/239.112.205.213:5140
CCTV-11,http://1.85.225.32:8686/rtp/239.112.205.213:5140
CCTV-11,http://219.141.45.161:8188/rtp/238.255.2.14:5999
CCTV-12,http://125.76.196.67:8899/rtp/239.112.205.88:5140
CCTV-12,http://115.58.216.93:4000/udp/225.1.4.79:1108
CCTV-12,http://115.58.216.93:4000/udp/225.1.4.12:1041
CCTV-12,http://125.76.196.152:8899/rtp/239.112.205.88:5140
CCTV-12,http://1.85.225.32:8686/rtp/239.112.205.88:5140
CCTV-13,http://115.58.216.93:4000/udp/225.1.4.13:1042
CCTV-13,http://219.141.45.161:8188/rtp/238.255.2.16:5999
CCTV-13,http://219.141.45.238:8188/rtp/238.255.2.16:5999
CCTV-13,http://218.86.187.92:8188/rtp/238.255.2.16:5999
CCTV-13,http://59.55.252.241:6565/udp/239.252.219.139:5140
CCTV-14,http://125.76.196.67:8899/rtp/239.112.205.91:5140
CCTV-14,http://115.58.216.93:4000/udp/225.1.4.80:1109
CCTV-14,http://115.58.216.93:4000/udp/225.1.4.14:1043
CCTV-14,http://125.76.196.152:8899/rtp/239.112.205.91:5140
CCTV-14,http://1.85.225.32:8686/rtp/239.112.205.91:5140
CCTV-15,http://125.76.196.67:8899/rtp/239.112.205.214:5140
CCTV-15,http://115.58.216.93:4000/udp/225.1.4.15:1044
CCTV-15,http://125.76.196.152:8899/rtp/239.112.205.214:5140
CCTV-15,http://1.85.225.32:8686/rtp/239.112.205.214:5140
CCTV-15,http://219.141.45.161:8188/rtp/238.255.2.18:5999
CCTV-16,http://125.76.196.67:8899/rtp/239.111.205.134:5140
CCTV-16,http://115.58.216.93:4000/udp/225.1.5.46:1356
CCTV-16,http://125.76.196.152:8899/rtp/239.111.205.134:5140
CCTV-16,http://1.85.225.32:8686/rtp/239.111.205.134:5140
CCTV-16,http://219.141.45.161:8188/rtp/238.255.2.217:5999
CCTV-17,http://125.76.196.67:8899/rtp/239.112.205.211:5140
CCTV-17,http://115.58.216.93:4000/udp/225.1.4.226:2506
CCTV-17,http://115.58.216.93:4000/udp/225.1.4.227:2507
CCTV-17,http://125.76.196.152:8899/rtp/239.112.205.211:5140
CCTV-17,http://1.85.225.32:8686/rtp/239.112.205.211:5140
CCTV第一剧场,http://219.141.45.161:8188/rtp/238.255.2.25:5999
CCTV第一剧场,http://219.141.45.238:8188/rtp/238.255.2.25:5999
CCTV第一剧场,http://218.86.187.92:8188/rtp/238.255.2.25:5999
CCTV第一剧场,http://223.145.224.117:8000/udp/239.76.254.49:9000
CCTV第一剧场,http://223.145.224.119:8000/udp/239.76.254.49:9000
CCTV怀旧剧场,http://219.141.45.161:8188/rtp/238.255.2.33:5999
CCTV怀旧剧场,http://219.141.45.238:8188/rtp/238.255.2.33:5999
CCTV怀旧剧场,http://218.86.187.92:8188/rtp/238.255.2.33:5999
CCTV怀旧剧场,http://223.145.224.117:8000/udp/239.76.254.53:9000
CCTV怀旧剧场,http://223.145.224.119:8000/udp/239.76.254.53:9000
CCTV风云剧场,http://219.141.45.161:8188/rtp/238.255.2.28:5999
CCTV风云剧场,http://219.141.45.238:8188/rtp/238.255.2.28:5999
CCTV风云剧场,http://218.86.187.92:8188/rtp/238.255.2.28:5999
CCTV风云剧场,http://223.145.224.117:8000/udp/239.76.254.50:9000
CCTV风云剧场,http://223.145.224.119:8000/udp/239.76.254.50:9000
CCTV风云音乐,http://219.141.45.161:8188/rtp/238.255.2.24:5999
CCTV风云音乐,http://219.141.45.238:8188/rtp/238.255.2.24:5999
CCTV风云音乐,http://218.86.187.92:8188/rtp/238.255.2.24:5999
CCTV风云音乐,http://223.145.224.117:8000/udp/239.76.254.51:9000
CCTV风云音乐,http://223.145.224.119:8000/udp/239.76.254.51:9000
CCTV兵器科技,http://219.141.45.161:8188/rtp/238.255.2.34:5999
CCTV兵器科技,http://219.141.45.238:8188/rtp/238.255.2.34:5999
CCTV兵器科技,http://218.86.187.92:8188/rtp/238.255.2.34:5999
CCTV兵器科技,http://223.145.224.117:8000/udp/239.76.254.59:9000
CCTV兵器科技,http://223.145.224.119:8000/udp/239.76.254.59:9000
CCTV风云足球,http://219.141.45.161:8188/rtp/238.255.2.29:5999
CCTV风云足球,http://219.141.45.238:8188/rtp/238.255.2.29:5999
CCTV风云足球,http://218.86.187.92:8188/rtp/238.255.2.29:5999
CCTV风云足球,http://223.145.224.117:8000/udp/239.76.254.52:9000
CCTV风云足球,http://223.145.224.119:8000/udp/239.76.254.52:9000
CCTV高尔夫网球,http://219.141.45.161:8188/rtp/238.255.2.223:5999
CCTV高尔夫网球,http://219.141.45.238:8188/rtp/238.255.2.223:5999
CCTV高尔夫网球,http://218.86.187.92:8188/rtp/238.255.2.223:5999
CCTV高尔夫网球,http://223.145.224.117:8000/udp/239.76.254.62:9000
CCTV高尔夫网球,http://223.145.224.119:8000/udp/239.76.254.62:9000
CCTV央视台球,http://219.141.45.161:8188/rtp/238.255.2.224:5999
CCTV央视台球,http://219.141.45.238:8188/rtp/238.255.2.224:5999
CCTV央视台球,http://218.86.187.92:8188/rtp/238.255.2.224:5999
CCTV央视台球,http://223.145.224.117:8000/udp/239.76.254.58:9000
CCTV央视台球,http://223.145.224.119:8000/udp/239.76.254.58:9000
CCTV女性时尚,http://219.141.45.161:8188/rtp/238.255.2.27:5999
CCTV女性时尚,http://219.141.45.238:8188/rtp/238.255.2.27:5999
CCTV女性时尚,http://218.86.187.92:8188/rtp/238.255.2.27:5999
CCTV女性时尚,http://223.145.224.117:8000/udp/239.76.254.55:9000
CCTV女性时尚,http://223.145.224.119:8000/udp/239.76.254.55:9000
CCTV电视指南,http://223.145.224.117:8000/udp/239.76.254.61:9000
CCTV电视指南,http://223.145.224.119:8000/udp/239.76.254.61:9000
CCTV电视指南,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000316
CCTV央视文化精品,http://223.145.224.117:8000/udp/239.76.254.56:9000
CCTV央视文化精品,http://223.145.224.119:8000/udp/239.76.254.56:9000
CCTV世界地理,http://219.141.45.161:8188/rtp/238.255.2.26:5999
CCTV世界地理,http://219.141.45.238:8188/rtp/238.255.2.26:5999
CCTV世界地理,http://218.86.187.92:8188/rtp/238.255.2.26:5999
CCTV世界地理,http://223.145.224.117:8000/udp/239.76.254.57:9000
CCTV世界地理,http://223.145.224.119:8000/udp/239.76.254.57:9000
中国天气,http://117.28.167.36:8888/rtp/239.61.2.64:8378
中国天气,http://59.61.185.76:8848/rtp/239.61.2.64:8378
中国天气,http://58.46.70.70:8188/udp/239.76.253.61:9000
中国天气,http://58.46.70.70:8188/udp/239.76.246.61:1234
中国天气,http://118.249.7.72:8888/udp/239.76.253.61:9000
CETV早期教育,http://111.162.204.174:8686/udp/225.1.2.207:5002
CETV早期教育,http://116.23.98.192:7188/udp/239.77.0.180:5146
CETV早期教育,http://14.155.243.20:4022/udp/239.77.0.180:5146
CETV早期教育,http://121.29.169.121:8888/rtp/239.253.93.164:6440
CETV早期教育,http://121.29.169.201:8888/rtp/239.253.93.164:6440
CETV1,http://124.226.132.11:19090/udp/239.81.0.92:4056
CETV1,http://221.223.18.134:58888/rtp/239.3.1.57:8152
CETV1,http://125.76.196.67:8899/rtp/239.109.205.47:8312
CETV1,http://125.76.196.67:8899/rtp/239.112.205.137:5140
CETV1,http://116.23.98.192:7188/udp/239.77.1.222:5146
CETV2,http://125.76.196.67:8899/rtp/239.109.205.48:8320
CETV2,http://125.76.196.152:8899/rtp/239.109.205.48:8320
CETV2,http://1.85.225.32:8686/rtp/239.109.205.48:8320
CETV2,http://219.141.45.161:8188/rtp/238.255.2.221:5999
CETV2,http://219.141.45.238:8188/rtp/238.255.2.221:5999
CETV4,http://125.76.196.67:8899/rtp/239.109.205.49:8328
CETV4,http://125.76.196.67:8899/rtp/239.111.205.169:5140
CETV4,http://116.23.98.192:7188/udp/239.253.43.40:5146
CETV4,http://14.155.243.20:4022/udp/239.253.43.40:5146
CETV4,http://125.76.196.152:8899/rtp/239.109.205.49:8328
书画,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000424

🏛经典剧场,#genre#
惊奇队长2,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/240/969/5105240969/media/5105240969_5229088474_56.mp4
幸福来接龙,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/277/188/5105277188/media/5105277188_5229127101_56.mp4
爆裂点,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/268/690/5105268690/media/5105268690_5228344247_56.mp4
魔法奇缘2,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/240/620/5105240620/media/5105240620_5222537798_56.mp4
流浪地球2,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/616/5105087616/media/5105087616_5103711432_56.mp4
满江红,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/102/630/5105102630/media/5105102630_5111092406_56.mp4
芭比,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/179/332/5105179332/media/5105179332_5184976960_56.mp4
芭比（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/179/364/5105179364/media/5105179364_5185020498_56.mp4
飞驰人生,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5102/075/226/5102075226/media/5102075226_5176203387_56.mp4
变形金刚,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/3001/946/427/3001946427/media/3001946427_5081378899_56.mp4
惊奇队长2（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/268/275/5105268275/media/5105268275_5229092646_56.mp4
爆裂点（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/268/638/5105268638/media/5105268638_5228345105_56.mp4
刀尖,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5102/045/985/5102045985/media/5102045985_5225281674_56.mp4
飞鸭向前冲,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/253/783/5105253783/media/5105253783_5229877318_56.mp4
飞鸭向前冲（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/253/786/5105253786/media/5105253786_5229085495_56.mp4
铜梅奇案,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/204/719/5105204719/media/5105204719_5192396505_56.mp4
连环局（2023）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/229/006/5105229006/media/5105229006_5209789986_56.mp4
少女卡米拉,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/277/115/5105277115/media/5105277115_5228354378_56.mp4
2023微博电影之夜,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/127/486/5105127486/media/5105127486_5142745280_56.mp4
威尼斯惊魂夜,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/240/283/5105240283/media/5105240283_5221633869_56.mp4
威尼斯惊魂夜（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/240/280/5105240280/media/5105240280_5221635639_56.mp4
火山挚恋,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/219/142/5105219142/media/5105219142_5216816716_56.mp4
火山挚恋（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/219/320/5105219320/media/5105219320_5216817669_56.mp4
奥本海默,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/210/263/5105210263/media/5105210263_5218204577_56.mp4
禁锢,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/139/123/5105139123/media/5105139123_5196361338_56.mp4
茶啊二中,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/187/764/5105187764/media/5105187764_5179792273_56.mp4
奥本海默（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/210/264/5105210264/media/5105210264_5218205065_56.mp4
第25届上海国际电影节金爵盛典内场,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/128/212/5105128212/media/5105128212_5135498509_56.mp4
长安三万里,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/194/082/5105194082/media/5105194082_5185169968_56.mp4
玩命三日,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5102/497/804/5102497804/media/5102497804_5010862977_56.mp4
GT赛车：极速狂飙,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/219/049/5105219049/media/5105219049_5211432582_56.mp4
GT赛车：极速狂飙（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/228/095/5105228095/media/5105228095_5211436706_56.mp4
荒野咖啡馆,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5102/695/069/5102695069/media/5102695069_5183263521_56.mp4
松江往事,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5103/551/808/5103551808/media/5103551808_5011653460_56.mp4
夺宝奇兵：命运转盘,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/194/678/5105194678/media/5105194678_5208762626_56.mp4
夺宝奇兵：命运转盘（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/201/632/5105201632/media/5105201632_5208836112_56.mp4
憋住·别笑,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/187/705/5105187705/media/5105187705_5179790519_56.mp4
疯狂元素城,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/125/015/5105125015/media/5105125015_5208799011_56.mp4
别叫我“赌神”,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/152/230/5105152230/media/5105152230_5160978257_56.mp4
疯狂元素城（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/200/333/5105200333/media/5105200333_5208770236_56.mp4
银河护卫队3,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/119/953/5105119953/media/5105119953_5165542739_56.mp4
谁杀死了尼尔森先生？,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/277/132/5105277132/media/5105277132_5228360009_56.mp4
欢喜哥的春天,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5103/454/927/5103454927/media/5103454927_5010377798_56.mp4
一起走过,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5103/405/394/5103405394/media/5103405394_5009985072_56.mp4
人生路不熟,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/137/131/5105137131/media/5105137131_5146366209_56.mp4
银河护卫队3（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/148/912/5105148912/media/5105148912_5165534411_56.mp4
检察风云,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/125/432/5105125432/media/5105125432_5133001628_56.mp4
长空之王,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/125/433/5105125433/media/5105125433_5137544788_56.mp4
爱乐骑士,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/240/619/5105240619/media/5105240619_5219454987_56.mp4
倍儿喜欢你,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5103/555/790/5103555790/media/5103555790_5108218900_56.mp4
龙马精神,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/125/423/5105125423/media/5105125423_5131378242_56.mp4
路上,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/101/854/5105101854/media/5105101854_5110054462_56.mp4
辣警狂花1,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/082/688/5105082688/media/5105082688_5090573432_56.mp4
宇宙探索编辑部,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/108/316/5105108316/media/5105108316_5117782528_56.mp4
草台班子：套路奇兵,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/104/319/5105104319/media/5105104319_5112280105_56.mp4
父母的婚事,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/086/625/5105086625/media/5105086625_5110010003_56.mp4
梦想森林,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/107/931/5105107931/media/5105107931_5115780607_56.mp4
忠犬八公,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/104/576/5105104576/media/5105104576_5113514210_56.mp4
辣警狂花3,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/086/433/5105086433/media/5105086433_5095056625_56.mp4
辣警狂花2,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/084/878/5105084878/media/5105084878_5093250410_56.mp4
郭富山,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/618/5105087618/media/5105087618_5099300276_56.mp4
波士顿连环命案,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/240/616/5105240616/media/5105240616_5219425588_56.mp4
望道,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/068/937/5105068937/media/5105068937_5131379344_56.mp4
杜鹃花儿开,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/109/492/5105109492/media/5105109492_5118138353_56.mp4
我不是葫芦瓢,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/617/5105087617/media/5105087617_5109507771_56.mp4
地心危机,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/083/341/5105083341/media/5105083341_5106121359_56.mp4
不止不休,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5102/529/191/5102529191/media/5102529191_5112221778_56.mp4
藏历一年,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/612/5105087612/media/5105087612_5107763691_56.mp4
雪岭猎人传说,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/613/5105087613/media/5105087613_5112237575_56.mp4
谁开的枪,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/609/5105087609/media/5105087609_5104882208_56.mp4
小初,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/619/5105087619/media/5105087619_5104835409_56.mp4
哆啦A梦：大雄与天空的理想乡,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/257/5105223257/media/5105223257_5206936022_56.mp4
回廊亭,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/077/036/5105077036/media/5105077036_5108250018_56.mp4
大爱撑天,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/070/908/5105070908/media/5105070908_5102930661_56.mp4
哆啦A梦：大雄与天空的理想乡（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/351/5105223351/media/5105223351_5206941130_56.mp4
不二兄弟,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/084/033/5105084033/media/5105084033_5101014610_56.mp4
断网（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/859/5105087859/media/5105087859_5097001237_56.mp4
断网,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/077/039/5105077039/media/5105077039_5096997515_56.mp4
大人父母官,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/610/5105087610/media/5105087610_5100940016_56.mp4
此情可问天,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/615/5105087615/media/5105087615_5099297359_56.mp4
爱在咫尺间,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/194/5105087194/media/5105087194_5097233165_56.mp4
会考试的猛犸象,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5102/367/504/5102367504/media/5102367504_5099299527_56.mp4
极速保镖,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/068/854/5105068854/media/5105068854_5087501449_56.mp4
中国乒乓之绝地反击,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5103/124/027/5103124027/media/5103124027_5105840875_56.mp4
绿色的声音,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/087/611/5105087611/media/5105087611_5112270814_56.mp4
蚁人与黄蜂女：量子狂潮,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/066/729/5105066729/media/5105066729_5103698808_56.mp4
蚁人与黄蜂女：量子狂潮（普通话）,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/093/075/5105093075/media/5105093075_5103699861_56.mp4
